,book1,book2,num_conn
4015,2-peter,titus,4
4016,2-peter,philemon,4
4017,2-peter,hebrews,15
4018,2-peter,james,4
4019,2-peter,1-peter,3
4021,2-peter,1-john,2
4022,2-peter,2-john,0
4023,2-peter,3-john,0
4024,2-peter,jude,16
4025,2-peter,revelation,5
4026,1-john,genesis,2
4027,1-john,exodus,3
4028,1-john,leviticus,4
4029,1-john,numbers,2
4030,1-john,deuteronomy,2
4031,1-john,joshua,0
4032,1-john,judges,0
4033,1-john,ruth,0
4034,1-john,1-samuel,0
4035,1-john,2-samuel,0
4036,1-john,1-kings,0
4037,1-john,2-kings,1
4038,1-john,1-chronicles,1
4039,1-john,2-chronicles,1
4040,1-john,ezra,3
4041,1-john,nehemiah,2
4042,1-john,esther,0
4043,1-john,job,32
4044,1-john,psalms,22
4045,1-john,proverbs,18
4046,1-john,ecclesiastes,5
4047,1-john,song-of-solomon,2
4048,1-john,isaiah,17
4049,1-john,jeremiah,5
4050,1-john,lamentations,0
4051,1-john,ezekiel,5
4052,1-john,daniel,2
4053,1-john,hosea,2
4054,1-john,joel,0
4055,1-john,amos,1
4056,1-john,obadiah,0
4057,1-john,jonah,0
4058,1-john,micah,0
4059,1-john,nahum,0
4060,1-john,habakkuk,2
4061,1-john,zephaniah,0
4062,1-john,haggai,0
4063,1-john,zechariah,0
4064,1-john,malachi,0
4065,1-john,matthew,30
4066,1-john,mark,26
4067,1-john,luke,29
4068,1-john,john,191
4069,1-john,acts,23
4070,1-john,romans,44
4071,1-john,1-corinthians,37
4072,1-john,2-corithians,0
4073,1-john,galatians,12
4074,1-john,ephesians,23
4075,1-john,philippians,16
4076,1-john,colossians,7
4077,1-john,1-thessalonians,5
4078,1-john,2-thessalonians,3
4079,1-john,1-timothy,11
4080,1-john,2-timothy,9
4081,1-john,titus,9
4082,1-john,philemon,3
4083,1-john,hebrews,24
4084,1-john,james,14
4085,1-john,1-peter,21
4086,1-john,2-peter,1
4088,1-john,2-john,21
4089,1-john,3-john,4
4090,1-john,jude,0
4091,1-john,revelation,17
4092,2-john,genesis,1
4093,2-john,exodus,0
4094,2-john,leviticus,0
4095,2-john,numbers,0
4096,2-john,deuteronomy,2
4097,2-john,joshua,0
4098,2-john,judges,0
4099,2-john,ruth,0
4100,2-john,1-samuel,1
4101,2-john,2-samuel,0
4102,2-john,1-kings,0
4103,2-john,2-kings,0
4104,2-john,1-chronicles,0
4105,2-john,2-chronicles,0
4106,2-john,ezra,0
4107,2-john,nehemiah,0
4108,2-john,esther,0
4109,2-john,job,3
4110,2-john,psalms,3
4111,2-john,proverbs,4
4112,2-john,ecclesiastes,1
4113,2-john,song-of-solomon,1
4114,2-john,isaiah,1
4115,2-john,jeremiah,1
4116,2-john,lamentations,0
4117,2-john,ezekiel,1
4118,2-john,daniel,1
4119,2-john,hosea,0
4120,2-john,joel,0
4121,2-john,amos,0
4122,2-john,obadiah,0
4123,2-john,jonah,0
4124,2-john,micah,0
4125,2-john,nahum,0
4126,2-john,habakkuk,0
4127,2-john,zephaniah,0
4128,2-john,haggai,0
4129,2-john,zechariah,0
4130,2-john,malachi,0
4131,2-john,matthew,5
4132,2-john,mark,2
4133,2-john,luke,1
4134,2-john,john,14
4135,2-john,acts,4
4136,2-john,romans,5
4137,2-john,1-corinthians,1
4138,2-john,2-corithians,0
4139,2-john,galatians,2
4140,2-john,ephesians,2
4141,2-john,philippians,2
4142,2-john,colossians,2
4143,2-john,1-thessalonians,1
4144,2-john,2-thessalonians,0
4145,2-john,1-timothy,2
4146,2-john,2-timothy,0
4147,2-john,titus,2
4148,2-john,philemon,1
4149,2-john,hebrews,1
4150,2-john,james,1
4151,2-john,1-peter,1
4152,2-john,2-peter,0
4153,2-john,1-john,16
4155,2-john,3-john,4
4156,2-john,jude,2
4157,2-john,revelation,0
4158,3-john,genesis,0
4159,3-john,exodus,0
4160,3-john,leviticus,0
4161,3-john,numbers,0
4162,3-john,deuteronomy,0
4163,3-john,joshua,0
4164,3-john,judges,0
4165,3-john,ruth,0
4166,3-john,1-samuel,0
4167,3-john,2-samuel,1
4168,3-john,1-kings,0
4169,3-john,2-kings,0
4170,3-john,1-chronicles,0
4171,3-john,2-chronicles,0
4172,3-john,ezra,0
4173,3-john,nehemiah,0
4174,3-john,esther,0
4175,3-john,job,2
4176,3-john,psalms,5
4177,3-john,proverbs,7
4178,3-john,ecclesiastes,1
4179,3-john,song-of-solomon,0
4180,3-john,isaiah,1
4181,3-john,jeremiah,3
4182,3-john,lamentations,0
4183,3-john,ezekiel,0
4184,3-john,daniel,0
4185,3-john,hosea,1
4186,3-john,joel,0
4187,3-john,amos,0
4188,3-john,obadiah,0
4189,3-john,jonah,0
4190,3-john,micah,0
4191,3-john,nahum,0
4192,3-john,habakkuk,0
4193,3-john,zephaniah,0
4194,3-john,haggai,0
4195,3-john,zechariah,0
4196,3-john,malachi,0
4197,3-john,matthew,2
4198,3-john,mark,0
4199,3-john,luke,2
4200,3-john,john,7
4201,3-john,acts,2
4202,3-john,romans,5
4203,3-john,1-corinthians,10
4204,3-john,2-corithians,0
4205,3-john,galatians,0
4206,3-john,ephesians,0
4207,3-john,philippians,0
4208,3-john,colossians,2
4209,3-john,1-thessalonians,1
4210,3-john,2-thessalonians,0
4211,3-john,1-timothy,1
4212,3-john,2-timothy,0
4213,3-john,titus,0
4214,3-john,philemon,1
4215,3-john,hebrews,5
4216,3-john,james,1
4217,3-john,1-peter,0
4218,3-john,2-peter,0
4219,3-john,1-john,0
4220,3-john,2-john,3
4222,3-john,jude,0
4223,3-john,revelation,0
4224,jude,genesis,4
4225,jude,exodus,3
4226,jude,leviticus,0
4227,jude,numbers,0
4228,jude,deuteronomy,2
4229,jude,joshua,0
4230,jude,judges,1
4231,jude,ruth,0
4232,jude,1-samuel,0
4233,jude,2-samuel,0
4234,jude,1-kings,1
4235,jude,2-kings,0
4236,jude,1-chronicles,2
4237,jude,2-chronicles,0
4238,jude,ezra,0
4239,jude,nehemiah,0
4240,jude,esther,0
4241,jude,job,12
4242,jude,psalms,14
4243,jude,proverbs,3
4244,jude,ecclesiastes,0
4245,jude,song-of-solomon,0
4246,jude,isaiah,0
4247,jude,jeremiah,3
4248,jude,lamentations,1
4249,jude,ezekiel,3
4250,jude,daniel,3
4251,jude,hosea,1
4252,jude,joel,0
4253,jude,amos,0
4254,jude,obadiah,0
4255,jude,jonah,0
4256,jude,micah,0
4257,jude,nahum,0
4258,jude,habakkuk,0
4259,jude,zephaniah,0
4260,jude,haggai,0
4261,jude,zechariah,0
4262,jude,malachi,1
4263,jude,matthew,6
4264,jude,mark,0
4265,jude,luke,16
4266,jude,john,5
4267,jude,acts,24
4268,jude,romans,27
4269,jude,1-corinthians,11
4270,jude,2-corithians,0
4271,jude,galatians,3
4272,jude,ephesians,10
4273,jude,philippians,8
4274,jude,colossians,6
4275,jude,1-thessalonians,8
4276,jude,2-thessalonians,6
4277,jude,1-timothy,8
4278,jude,2-timothy,5
4279,jude,titus,3
4280,jude,philemon,2
4281,jude,hebrews,5
4282,jude,james,2
4283,jude,1-peter,6
4284,jude,2-peter,19
4285,jude,1-john,1
4286,jude,2-john,0
4287,jude,3-john,0
4289,jude,revelation,5
4290,revelation,genesis,88
4291,revelation,exodus,54
4292,revelation,leviticus,30
4293,revelation,numbers,27
4294,revelation,deuteronomy,36
4295,revelation,joshua,11
4296,revelation,judges,18
4297,revelation,ruth,4
4298,revelation,1-samuel,27
4299,revelation,2-samuel,22
4300,revelation,1-kings,28
4301,revelation,2-kings,9
4302,revelation,1-chronicles,53
4303,revelation,2-chronicles,19
4304,revelation,ezra,12
4305,revelation,nehemiah,15
4306,revelation,esther,9
4307,revelation,job,221
4308,revelation,psalms,323
4309,revelation,proverbs,100
4310,revelation,ecclesiastes,23
4311,revelation,song-of-solomon,17
4312,revelation,isaiah,160
4313,revelation,jeremiah,48
4314,revelation,lamentations,16
4315,revelation,ezekiel,120
4316,revelation,daniel,77
4317,revelation,hosea,14
4318,revelation,joel,12
4319,revelation,amos,4
4320,revelation,obadiah,2
4321,revelation,jonah,5
4322,revelation,micah,7
4323,revelation,nahum,10
4324,revelation,habakkuk,12
4325,revelation,zephaniah,4
4326,revelation,haggai,3
4327,revelation,zechariah,22
4328,revelation,malachi,8
4329,revelation,matthew,193
4330,revelation,mark,98
4331,revelation,luke,199
4332,revelation,john,135
4333,revelation,acts,197
4334,revelation,romans,62
4335,revelation,1-corinthians,85
4336,revelation,2-corithians,0
4337,revelation,galatians,28
4338,revelation,ephesians,25
4339,revelation,philippians,26
4340,revelation,colossians,18
4341,revelation,1-thessalonians,16
4342,revelation,2-thessalonians,8
4343,revelation,1-timothy,22
4344,revelation,2-timothy,13
4345,revelation,titus,13
4346,revelation,philemon,3
4347,revelation,hebrews,79
4348,revelation,james,28
4349,revelation,1-peter,13
4350,revelation,2-peter,13
4351,revelation,1-john,22
4352,revelation,2-john,1
4353,revelation,3-john,3
4354,revelation,jude,12
